ranking,titulo,anio,puntaje,genero,votos,direccion,duracion,ganancias
2997,Murder on the Orient Express,1974,7.3,"Crimen, Drama, Misterio",47862,Sidney Lumet,128,NA
2998,Heartbreakers,2001,6.2,"Comedia, Crimen, Romántica",47840,David Mirkin,123,40.34
2999,Das Cabinet des Dr. Caligari,1920,8.1,"Fantasía, Horror, Misterio",47836,Robert Wiene,76,NA
3000,A New York Winter's Tale,2014,6.2,"Drama, Fantasía, Misterio",47835,Akiva Goldsman,118,0.02
3001,Chaos,2005,6.5,"Acción, Crimen, Drama",47823,Tony Giglio,106,NA
3002,Soldier,1998,6,"Acción, Drama, Ciencia Ficción",47818,Paul W.S. Anderson,99,14.57
3003,The Condemned,2007,6.1,"Acción, Crimen, Suspenso",47796,Scott Wiper,113,0
3004,The Jerk,1979,7.2,Comedia,47795,Carl Reiner,94,73.69
3005,Storks,2016,6.8,"Animación, Aventura, Comedia",47787,Nicholas Stoller,87,72.68
3006,The Longest Day,1962,7.8,"Acción, Drama, Histórico",47779,Ken Annakin,178,39.1
3007,The Soloist,2009,6.7,"Biografía, Drama, Música",47765,Joe Wright,117,31.67
3008,Re-Animator,1985,7.2,"Comedia, Horror, Ciencia Ficción",47745,Stuart Gordon,105,2.02
3009,Hesher,2010,7,"Comedia, Drama",47694,Spencer Susser,106,0.38
3010,The General's Daughter,1999,6.3,"Crimen, Drama, Misterio",47692,Simon West,116,102.71
3011,Terms of Endearment,1983,7.4,"Comedia, Drama",47680,James L. Brooks,132,108.42
3012,Vampires,1998,6.1,"Acción, Horror, Suspenso",47649,John Carpenter,108,20.24
3013,Chariots of Fire,1981,7.2,"Biografía, Drama, Deportes",47644,Hugh Hudson,125,58.97
3014,After Hours,1985,7.7,"Comedia, Crimen, Drama",47635,Martin Scorsese,97,10.6
3015,Hudson Hawk,1991,5.8,"Acción, Aventura, Comedia",47620,Michael Lehmann,100,17.22
3016,A River Runs Through It,1992,7.3,Drama,47610,Robert Redford,123,43.44
3017,Bacheha-Ye aseman,1997,8.3,"Drama, Familiar",47598,Majid Majidi,89,0.93
3018,Hart's War,2002,6.3,"Drama, Guerra",47581,Gregory Hoblit,125,19.08
3019,Son of the Mask,2005,2.2,"Comedia, Familiar, Fantasía",47577,Lawrence Guterman,94,17.02
3020,Shine,1996,7.7,"Biografía, Drama, Música",47511,Scott Hicks,105,35.81
3021,Rocketeer,1991,6.4,"Acción, Aventura, Familiar",47459,Joe Johnston,108,46.7
3022,Take Me Home Tonight,2011,6.3,"Comedia, Drama, Romántica",47456,Michael Dowse,97,6.92
3023,Secondhand Lions,2003,7.6,"Comedia, Drama, Familiar",47446,Tim McCanlies,111,41.41
3024,Koroshiya 1,2001,7.1,"Acción, Comedia, Crimen",47437,Takashi Miike,120,0.02
3025,Cassandra's Dream,2007,6.7,"Crimen, Drama, Romántica",47426,Woody Allen,108,0.97
3026,Alfie,2004,6.2,"Comedia, Drama, Romántica",47404,Charles Shyer,103,13.4
3027,Macbeth,2015,6.6,"Drama, Histórico, Guerra",47390,Justin Kurzel,113,1.11
3028,La pianiste,2001,7.5,"Drama, Música",47387,Michael Haneke,131,1.9
3029,Spy Kids 3: Game Over,2003,4.2,"Acción, Aventura, Comedia",47383,Robert Rodriguez,84,111.76
3030,The Dilemma,2011,5.3,"Comedia, Drama",47381,Ron Howard,111,48.48
3031,Le Petit Prince,2015,7.8,"Animación, Aventura, Drama",47350,Mark Osborne,108,1.34
3032,Jab Tak Hai Jaan,2012,6.8,"Drama, Familiar, Romántica",47331,Yash Chopra,176,3.05
3033,Pete's Dragon,2016,6.7,"Acción, Aventura, Comedia",47304,David Lowery,102,76.23
3034,Keeping the Faith,2000,6.4,"Comedia, Drama, Romántica",47280,Edward Norton,128,37.05
3035,Beavis and Butt-Head Do America,1996,6.8,"Animación, Aventura, Comedia",47277,Mike Judge,81,63.07
3036,Blackhat,2015,5.4,"Acción, Crimen, Suspenso",47222,Michael Mann,133,7.1
3037,Ghosts of Mars,2001,4.9,"Acción, Horror, Ciencia Ficción",47197,John Carpenter,98,8.43
3038,The American President,1995,6.8,"Comedia, Drama, Romántica",47150,Rob Reiner,114,65
3039,Open Water,2003,5.7,"Aventura, Drama, Horror",47143,Chris Kentis,79,30.61
3040,The Chaser,2008,7.9,"Acción, Suspenso",47140,Hong-jin Na,125,NA
3041,True Story,2015,6.3,"Crimen, Drama, Misterio",47109,Rupert Goold,99,4.72
3042,Great Expectations,1998,6.8,"Drama, Romántica",47081,Alfonso Cuarón,111,26.33
3043,Stalag 17,1953,8,"Comedia, Drama, Guerra",47063,Billy Wilder,120,NA
3044,Gold,2016,6.7,"Aventura, Drama, Suspenso",47055,Stephen Gaghan,120,7.22
3045,Magic Mike XXL,2015,5.6,"Comedia, Drama, Música",47030,Gregory Jacobs,115,66.01
3046,Colossal,2016,6.2,"Acción, Comedia, Drama",47013,Nacho Vigalondo,109,3.02
3047,G.O.R.A.,2004,8,"Aventura, Comedia, Ciencia Ficción",47003,Ömer Faruk Sorak,127,NA
3048,His Girl Friday,1940,8,"Comedia, Drama, Romántica",46990,Howard Hawks,92,0.3
3049,The Rules of Attraction,2002,6.7,"Comedia, Drama, Romántica",46979,Roger Avary,110,6.53
3050,Walk of Shame,2014,6,Comedia,46977,Steven Brill,95,0.04
3051,The Experiment,2010,6.5,"Drama, Suspenso",46941,Paul Scheuring,96,NA
3052,Frankenstein,1994,6.4,"Drama, Horror, Romántica",46885,Kenneth Branagh,123,22.01
3053,Miss Sloane,2016,7.5,"Drama, Suspenso",46881,John Madden,132,3.44
3054,The Return of the Living Dead,1985,7.4,"Comedia, Horror, Ciencia Ficción",46867,Dan O'Bannon,91,14.24
3055,Draft Day,2014,6.8,"Drama, Deportes",46852,Ivan Reitman,110,28.83
3056,Rumor Has It...,2005,5.5,"Comedia, Drama, Romántica",46845,Rob Reiner,97,43
3057,Grave Encounters,2011,6.1,Horror,46812,Colin Minihan,92,NA
3058,Belleville Rendez-vous,2003,7.8,"Animación, Comedia, Drama",46750,Sylvain Chomet,78,7
3059,Crash,1996,6.4,Drama,46736,David Cronenberg,100,2.04
3060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,6,"Acción, Aventura, Comedia",46672,Michael Pressman,88,78.66
3061,The Love Guru,2008,3.8,"Comedia, Romántica, Deportes",46645,Marco Schnabel,87,32.24
3062,Battleship Potemkin,1925,8,"Drama, Histórico",46636,Sergei M. Eisenstein,75,0.05
3063,Solace,2015,6.4,"Crimen, Drama, Misterio",46612,Afonso Poyart,101,NA
3064,Transsiberian,2008,6.7,"Crimen, Drama, Misterio",46582,Brad Anderson,111,2.2
3065,Kalifornia,1993,6.7,"Crimen, Drama, Suspenso",46560,Dominic Sena,117,2.4
3066,The Killing Fields,1984,7.9,"Biografía, Drama, Histórico",46505,Roland Joffé,141,34.7
3067,Woman in Gold,2015,7.3,"Biografía, Drama, Histórico",46469,Simon Curtis,109,33.31
3068,Working Girl,1988,6.8,"Comedia, Drama, Romántica",46464,Mike Nichols,113,64
3069,The Proposition,2005,7.4,"Crimen, Drama, Oeste",46442,John Hillcoat,104,1.9
3070,Joe Dirt,2001,5.9,"Aventura, Comedia, Drama",46362,Dennie Gordon,91,27.09
3071,The Wages of Fear,1953,8.1,"Aventura, Drama, Suspenso",46360,Henri-Georges Clouzot,131,NA
3072,Mousehunt,1997,6.4,Comedia,46340,Gore Verbinski,98,61.92
3073,Show Me Love,1998,7.6,"Comedia, Drama, Romántica",46336,Lukas Moodysson,89,0.17
3074,Baby,2015,8.1,"Acción, Suspenso",46335,Neeraj Pandey,159,NA
3075,The Crying Game,1992,7.3,"Crimen, Drama, Romántica",46247,Neil Jordan,112,62.55
3076,Salò o le 120 giornate di Sodoma,1975,6,"Drama, Horror, Guerra",46244,Pier Paolo Pasolini,117,NA
3077,The Voices,2014,6.4,"Comedia, Crimen, Horror",46230,Marjane Satrapi,103,NA
3078,Taxi 2,2000,6.5,"Acción, Comedia, Crimen",46224,Gérard Krawczyk,88,0.73
3079,Red Dawn,1984,6.4,"Acción, Drama",46215,John Milius,114,38.38
3080,Ride Along 2,2016,5.9,"Acción, Comedia",46166,Tim Story,102,90.84
3081,The Adventures of Baron Munchausen,1988,7.2,"Aventura, Comedia, Fantasía",46093,Terry Gilliam,126,8.08
3082,Bride of Chucky,1998,5.4,"Comedia, Horror",46061,Ronny Yu,89,32.38
3083,Planet 51,2009,6.1,"Animación, Aventura, Comedia",46054,Jorge Blanco,91,42.09
3084,The Unborn,2009,4.8,"Drama, Horror, Misterio",46021,David S. Goyer,88,42.67
3085,Where Eagles Dare,1968,7.7,"Acción, Aventura, Guerra",45996,Brian G. Hutton,158,NA
3086,Head-On,2004,8,"Drama, Romántica",45993,Fatih Akin,121,NA
3087,The Battle of Algiers,1966,8.1,"Drama, Guerra",45991,Gillo Pontecorvo,121,0.06
3088,Airlift,2016,8.1,"Drama, Histórico",45980,Raja Menon,130,NA
3089,Coneheads,1993,5.3,"Comedia, Ciencia Ficción",45974,Steve Barron,88,21.27
3090,Everybody Wants Some!!,2016,7,Comedia,45969,Richard Linklater,117,3.37
3091,The East,2013,6.8,"Aventura, Drama, Suspenso",45965,Zal Batmanglij,116,2.27
3092,Arbitrage,2012,6.6,"Drama, Suspenso",45944,Nicholas Jarecki,107,7.92
3093,Pale Rider,1985,7.3,Oeste,45943,Clint Eastwood,115,41.41
3094,2046,2004,7.5,"Drama, Romántica, Ciencia Ficción",45911,Kar-Wai Wong,129,0.26
3095,The Cobbler,2014,5.8,"Comedia, Drama, Fantasía",45902,Tom McCarthy,99,NA
3096,"Crna macka, beli macor",1998,8.1,"Comedia, Crimen, Romántica",45880,Emir Kusturica,127,0.35
3097,Bound,1996,7.4,"Crimen, Romántica, Suspenso",45808,Lana Wachowski,109,3.8
3098,Hera Pheri,2000,8.2,"Acción, Comedia, Crimen",45806,Priyadarshan,156,NA
3099,15 Minutes,2001,6.1,"Acción, Crimen, Drama",45780,John Herzfeld,120,24.4
3100,2010,1984,6.8,"Aventura, Misterio, Ciencia Ficción",45751,Peter Hyams,116,40.2
3101,Veronica Mars,2014,6.8,"Crimen, Drama, Misterio",45715,Rob Thomas,107,3.32
3102,A Bridge Too Far,1977,7.4,"Drama, Histórico, Guerra",45708,Richard Attenborough,175,50.8
3103,The Three Musketeers,1993,6.4,"Acción, Aventura, Comedia",45690,Stephen Herek,105,53.9
3104,BlacKkKlansman,2018,7.7,"Biografía, Comedia, Crimen",45660,Spike Lee,135,48.27
3105,Logan's Run,1976,6.8,"Acción, Ciencia Ficción",45604,Michael Anderson,119,25
3106,Dinosaur,2000,6.5,"Animación, Aventura, Familiar",45600,Eric Leighton,82,137.75
3107,The Brothers Bloom,2008,6.8,"Aventura, Comedia, Drama",45599,Rian Johnson,114,3.52
3108,Good Time,2017,7.3,"Crimen, Drama, Suspenso",45583,Benny Safdie,101,2.01
3109,U Turn,1997,6.8,"Crimen, Drama, Suspenso",45569,Oliver Stone,125,6.63
3110,Boiler Room,2000,7,"Crimen, Drama, Suspenso",45536,Ben Younger,120,16.94
3111,Pee-wee's Big Adventure,1985,7,"Aventura, Comedia, Familiar",45531,Tim Burton,91,40.9
3112,Executive Decision,1996,6.4,"Acción, Aventura, Suspenso",45507,Stuart Baird,133,56.57
3113,You Again,2010,5.8,"Comedia, Familiar, Romántica",45487,Andy Fickman,105,25.7
3114,The Golden Child,1986,5.9,"Acción, Aventura, Comedia",45477,Michael Ritchie,94,79.82
3115,Courage Under Fire,1996,6.6,"Acción, Drama, Misterio",45449,Edward Zwick,116,59.03
3116,Police Academy 2: Their First Assignment,1985,5.7,Comedia,45444,Jerry Paris,87,55.6
3117,Menace II Society,1993,7.5,"Crimen, Drama, Suspenso",45421,Albert Hughes,97,27.9
3118,The 51st State,2001,6.3,"Acción, Comedia, Crimen",45421,Ronny Yu,93,5.2
3119,Rent,2005,7,"Drama, Musical, Romántica",45394,Chris Columbus,135,29.08
3120,The 39 Steps,1935,7.8,"Misterio, Suspenso",45388,Alfred Hitchcock,86,NA
3121,I Spy,2002,5.4,"Acción, Aventura, Comedia",45368,Betty Thomas,97,33.56
3122,Kinsey,2004,7.1,"Biografía, Drama, Romántica",45308,Bill Condon,118,10.21
3123,Overboard,1987,6.8,"Comedia, Romántica",45267,Garry Marshall,106,26.71
3124,Victor Frankenstein,2015,6,"Drama, Horror, Ciencia Ficción",45259,Paul McGuigan,110,5.78
3125,Bulletproof Monk,2003,5.5,"Acción, Comedia, Fantasía",45255,Paul Hunter,104,23.02
3126,The Sentinel,2006,6.1,"Acción, Crimen, Suspenso",45232,Clark Johnson,108,36.28
3127,The Producers,1967,7.7,"Comedia, Música",45201,Mel Brooks,88,0.11
3128,Ice Age: Collision Course,2016,5.7,"Animación, Aventura, Comedia",45112,Mike Thurmeier,94,64.06
3129,The Last Exorcism,2010,5.6,"Drama, Horror, Suspenso",45079,Daniel Stamm,87,41.03
3130,Ne le dis à personne,2006,7.5,"Crimen, Drama, Misterio",45071,Guillaume Canet,131,6.18
3131,Lolita,1997,6.9,"Drama, Romántica",45062,Adrian Lyne,137,1.4
3132,The Last Temptation of Christ,1988,7.6,Drama,45059,Martin Scorsese,164,7.63
3133,The Loft,2014,6.3,"Misterio, Romántica, Suspenso",45057,Erik Van Looy,108,5.98
3134,Don 2,2011,7.1,"Acción, Crimen, Suspenso",45037,Farhan Akhtar,148,3.68
3135,Pride,2014,7.8,"Biografía, Comedia, Drama",45031,Matthew Warchus,119,NA
3136,The Jewel of the Nile,1985,6.1,"Acción, Aventura, Comedia",45008,Lewis Teague,106,75.97
3137,"Aguirre, Wrath of God",1972,8,"Aventura, Biografía, Drama",44994,Werner Herzog,95,NA
3138,The Back-up Plan,2010,5.3,"Comedia, Romántica",44990,Alan Poul,104,37.49
3139,Everything Must Go,2010,6.4,"Comedia, Drama",44987,Dan Rush,97,2.71
3140,Grave,2016,7,"Drama, Horror",44971,Julia Ducournau,99,0.51
3141,Lakeview Terrace,2008,6.1,"Crimen, Drama, Suspenso",44956,Neil LaBute,110,39.26
3142,Martha Marcy May Marlene,2011,6.9,"Drama, Misterio, Suspenso",44947,Sean Durkin,102,2.98
3143,Jason X,2001,4.4,"Acción, Horror, Ciencia Ficción",44926,James Isaac,91,13.12
3144,Don Juan DeMarco,1994,6.7,"Comedia, Drama, Romántica",44900,Jeremy Leven,97,22.15
3145,American Splendor,2003,7.5,"Biografía, Comedia, Drama",44894,Shari Springer Berman,101,6
3146,Dead Man's Shoes,2004,7.7,"Crimen, Drama, Suspenso",44877,Shane Meadows,90,0.01
3147,Cannibal Holocaust,1980,5.9,"Aventura, Horror",44875,Ruggero Deodato,95,NA
3148,Alive,1993,7.1,"Aventura, Biografía, Drama",44860,Frank Marshall,120,36.73
3149,Deuce Bigalow: European Gigolo,2005,4.6,Comedia,44841,Mike Bigelow,83,22.26
3150,Absolute Power,1997,6.7,"Acción, Crimen, Drama",44837,Clint Eastwood,121,50.01
3151,Littleman,2006,4.3,"Comedia, Crimen",44833,Keenen Ivory Wayans,98,58.65
3152,Don't Say a Word,2001,6.3,"Drama, Misterio, Suspenso",44785,Gary Fleder,113,55
3153,Sholay,1975,8.2,"Acción, Aventura, Comedia",44737,Ramesh Sippy,198,NA
3154,Westworld,1973,7,"Acción, Ciencia Ficción, Suspenso",44717,Michael Crichton,88,NA
3155,White Noise,2005,5.5,"Drama, Horror, Misterio",44698,Geoffrey Sax,101,56.39
3156,Lions for Lambs,2007,6.2,"Drama, Suspenso, Guerra",44666,Robert Redford,92,15
3157,Wild Card,2015,5.6,"Acción, Crimen, Drama",44620,Simon West,92,NA
3158,New Nightmare,1994,6.5,"Fantasía, Horror, Misterio",44605,Wes Craven,112,18.09
3159,Whiskey Tango Foxtrot,2016,6.6,"Biografía, Comedia, Drama",44605,Glenn Ficarra,112,23.05
3160,Nine Queens,2000,7.9,"Crimen, Drama, Suspenso",44602,Fabián Bielinsky,114,1.22
3161,Rabbit Hole,2010,7,Drama,44587,John Cameron Mitchell,91,2.23
3162,The Benchwarmers,2006,5.6,"Comedia, Deportes",44586,Dennis Dugan,80,57.65
3163,Duplicity,2009,6.2,"Comedia, Crimen, Romántica",44566,Tony Gilroy,125,40.57
3164,Dave,1993,6.8,"Comedia, Romántica",44562,Ivan Reitman,110,63.27
3165,Invasion of the Body Snatchers,1978,7.4,"Horror, Ciencia Ficción",44542,Philip Kaufman,115,24.95
3166,'71,2014,7.2,"Acción, Drama, Suspenso",44532,Yann Demange,99,1.27
3167,The Ritual,2017,6.3,"Horror, Misterio, Suspenso",44516,David Bruckner,94,NA
3168,Untraceable,2008,6.2,"Crimen, Horror, Misterio",44485,Gregory Hoblit,101,28.69
3169,Jin ling shi san chai,2011,7.6,"Drama, Histórico, Romántica",44418,Yimou Zhang,146,0.01
3170,Revenge of the Nerds,1984,6.6,Comedia,44407,Jeff Kanew,90,40.9
3171,Haider,2014,8.2,"Acción, Crimen, Drama",44393,Vishal Bhardwaj,160,0.9
3172,Nutty Professor II: The Klumps,2000,4.4,"Comedia, Romántica, Ciencia Ficción",44366,Peter Segal,106,123.31
3173,The Beaver,2011,6.7,Drama,44296,Jodie Foster,91,0.97
3174,Eliza Graves,2014,6.8,"Drama, Horror, Suspenso",44275,Brad Anderson,112,NA
3175,Rachel Getting Married,2008,6.7,"Drama, Romántica",44259,Jonathan Demme,113,12.8
3176,Orange County,2002,6.2,"Comedia, Drama",44255,Jake Kasdan,82,41.03
3177,Black Rain,1989,6.6,"Acción, Crimen, Suspenso",44244,Ridley Scott,125,46.21
3178,Live by Night,2016,6.4,"Acción, Crimen, Drama",44236,Ben Affleck,129,10.38
3179,Days of Heaven,1978,7.9,"Drama, Romántica",44236,Terrence Malick,94,NA
3180,Chain Reaction,1996,5.6,"Acción, Drama, Ciencia Ficción",44223,Andrew Davis,107,20.55
3181,The Fundamentals of Caring,2016,7.3,"Comedia, Drama",44201,Rob Burnett,97,NA
3182,Super Mario Bros.,1993,4,"Aventura, Comedia, Familiar",44152,Annabel Jankel,104,20.92
3183,Ouija: Origin of Evil,2016,6.1,"Horror, Suspenso",44147,Mike Flanagan,99,34.9
3184,Zatôichi,2003,7.6,"Acción, Comedia, Crimen",44126,Takeshi Kitano,116,0.85
3185,Flash Gordon,1980,6.5,"Acción, Aventura, Ciencia Ficción",44038,Mike Hodges,111,NA
3186,The Money Pit,1986,6.3,Comedia,44017,Richard Benjamin,91,37.5
3187,Andaz Apna Apna,1994,8.2,"Comedia, Familiar, Romántica",44011,Rajkumar Santoshi,160,NA
3188,Frantic,1988,6.9,"Crimen, Drama, Misterio",44007,Roman Polanski,120,17.64
3189,Popstar: Never Stop Never Stopping,2016,6.7,"Comedia, Música",43981,Akiva Schaffer,87,9.39
3190,Gigli,2003,2.4,"Comedia, Crimen, Romántica",43926,Martin Brest,121,6.07
3191,London Boulevard,2010,6.2,"Crimen, Drama",43923,William Monahan,103,0.01
3192,Over the Top,1987,5.7,"Acción, Drama, Deportes",43882,Menahem Golan,93,16.06
3193,The Wedding Date,2005,6.1,"Comedia, Romántica",43862,Clare Kilner,90,31.73
3194,Don't Be Afraid of the Dark,2010,5.6,"Fantasía, Horror, Suspenso",43862,Troy Nixey,99,24.04
3195,Wild Child,2008,6.1,"Comedia, Drama, Romántica",43856,Nick Moore,98,0.02
3196,Last Night,2010,6.6,"Drama, Romántica",43844,Massy Tadjedin,93,0.1
3197,3-Iron,2004,8.1,"Crimen, Drama, Romántica",43827,Ki-duk Kim,88,0.24
3198,Bullet to the Head,2012,5.7,"Acción, Crimen, Suspenso",43772,Walter Hill,92,9.48
3199,Ida,2013,7.4,Drama,43725,Pawel Pawlikowski,82,3.83
3200,Sleeping with the Enemy,1991,6.2,"Drama, Suspenso",43674,Joseph Ruben,99,101.6
3201,The Dressmaker,2015,7.1,"Comedia, Drama",43639,Jocelyn Moorhouse,119,2.02
3202,Stuart Little 2,2002,5.5,"Animación, Aventura, Comedia",43615,Rob Minkoff,77,64.96
3203,W.,2008,6.3,"Biografía, Drama, Histórico",43586,Oliver Stone,129,25.53
3204,THX 1138,1971,6.8,"Drama, Ciencia Ficción, Suspenso",43582,George Lucas,86,2.44
3205,Diary of the Dead,2007,5.7,"Fantasía, Horror, Ciencia Ficción",43578,George A. Romero,95,0.96
3206,What Ever Happened to Baby Jane?,1962,8.1,"Drama, Horror, Suspenso",43558,Robert Aldrich,134,NA
3207,Departures,2008,8.1,"Drama, Música",43554,Yôjirô Takita,130,1.54
3208,The Covenant,2006,5.3,"Acción, Fantasía, Horror",43546,Renny Harlin,97,23.29
3209,Empire Records,1995,6.7,"Comedia, Drama, Música",43540,Allan Moyle,90,0.3
3210,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,6.6,"Comedia, Crimen",43498,Paris Barclay,89,20.11
3211,Pride and Prejudice and Zombies,2016,5.8,"Acción, Horror, Romántica",43491,Burr Steers,108,10.91
3212,Hot Pursuit,2015,5.1,"Acción, Comedia, Crimen",43422,Anne Fletcher,87,34.51
3213,The Emoji Movie,2017,3.2,"Animación, Aventura, Comedia",43389,Tony Leondis,86,86.09
3214,"Sex, Lies, and Videotape",1989,7.2,Drama,43383,Steven Soderbergh,100,24.74
3215,Kickboxer,1989,6.4,"Acción, Deportes, Suspenso",43380,Mark DiSalle,97,14.7
3216,Airplane II: The Sequel,1982,6.1,"Comedia, Ciencia Ficción",43372,Ken Finkleman,85,27.15
3217,The Big Blue,1988,7.6,"Aventura, Drama, Deportes",43354,Luc Besson,168,3.5
3218,Veer & Zaara,2004,7.9,"Drama, Familiar, Musical",43348,Yash Chopra,192,2.92
3219,An American Tail,1986,6.9,"Animación, Aventura, Comedia",43333,Don Bluth,80,47.48
3220,The Grudge 2,2006,5,"Horror, Suspenso",43329,Takashi Shimizu,102,39.14
3221,The Rebound,2009,6.3,"Comedia, Romántica",43295,Bart Freundlich,95,NA
3222,The Pink Panther,1963,7.2,"Comedia, Crimen, Romántica",43286,Blake Edwards,115,10.88
3223,Dangerous Minds,1995,6.4,"Biografía, Drama",43279,John N. Smith,99,84.92
3224,High Plains Drifter,1973,7.6,"Misterio, Oeste",43275,Clint Eastwood,105,15.7
3225,National Security,2003,5.6,"Acción, Comedia, Crimen",43195,Dennis Dugan,88,35.76
3226,Asterix & Obelix: Mission Cleopatra,2002,6.6,"Aventura, Comedia, Familiar",43168,Alain Chabat,107,3.12
3227,An Officer and a Gentleman,1982,7,"Drama, Romántica",43163,Taylor Hackford,124,129.8
3228,Breakdown,1997,6.9,"Acción, Crimen, Drama",43158,Jonathan Mostow,93,50.13
3229,The Big Wedding,2013,5.6,"Comedia, Drama, Romántica",43140,Justin Zackham,89,21.78
3230,A Nightmare on Elm Street 4: The Dream Master,1988,5.7,Horror,43137,Renny Harlin,93,49.37
3231,Bad Words,2013,6.7,"Comedia, Drama",43110,Jason Bateman,89,7.76
3232,The War of the Roses,1989,6.8,Comedia,43102,Danny DeVito,116,86.89
3233,City Slickers,1991,6.7,Comedia,43100,Ron Underwood,113,124.03
3234,Ultimo tango a Parigi,1972,7.1,"Drama, Romántica",43096,Bernardo Bertolucci,129,36.14
3235,The Runaways,2010,6.6,"Biografía, Drama, Música",43061,Floria Sigismondi,106,3.57
3236,Weekend at Bernie's,1989,6.4,"Aventura, Comedia, Crimen",43060,Ted Kotcheff,97,30.22
3237,My Own Private Idaho,1991,7.1,Drama,43036,Gus Van Sant,104,6.4
3238,Chennai Express,2013,6,"Acción, Comedia",43036,Rohit Shetty,141,5.31
3239,Special Chabbis,2013,8,"Crimen, Suspenso",43014,Neeraj Pandey,144,1.08
3240,Blockers,2018,6.2,Comedia,43011,Kay Cannon,102,59.84
3241,The Cat in the Hat,2003,3.8,"Aventura, Comedia, Familiar",43006,Bo Welch,82,101.15
3242,Freddy Got Fingered,2001,4.5,Comedia,42999,Tom Green,87,14.25
3243,Sinbad: Legend of the Seven Seas,2003,6.7,"Animación, Aventura, Comedia",42929,Patrick Gilmore,86,26.48
3244,The Snowman,2017,5.1,"Crimen, Drama, Misterio",42928,Tomas Alfredson,119,6.67
3245,Halloween II,2009,4.9,Horror,42899,Rob Zombie,105,33.39
3246,Vampires Suck,2010,3.4,Comedia,42894,Jason Friedberg,82,36.66
3247,French Kiss,1995,6.6,"Comedia, Drama, Romántica",42868,Lawrence Kasdan,111,38.9
3248,Sister Act 2: Back in the Habit,1993,5.5,"Comedia, Familiar, Música",42851,Bill Duke,107,57.32
3249,The Adventures of Robin Hood,1938,8,"Acción, Aventura, Romántica",42818,Michael Curtiz,102,3.98
3250,Arthur Christmas,2011,7.1,"Animación, Aventura, Comedia",42798,Sarah Smith,97,46.46
3251,Fair Game,2010,6.8,"Biografía, Drama, Suspenso",42715,Doug Liman,108,9.53
3252,Tammy,2014,4.9,"Comedia, Romántica",42709,Ben Falcone,97,84.53
